angle,axis_x,axis_y,axis_z,E1,E_B
0.10384619671527331,0.18881711923692265,-0.19839032737660414,0.9617636786063786,0.0026847572812591924,-0.0026847572812591924
4.583562073612696,-0.36806344459523743,0.24845534974903277,0.8959906472356587,0.635341483060847,-0.635341483060847
0.017206504032783308,-0.4464220011882476,-0.8027336940193918,-0.3953808459461104,0.00016470986435687673,-0.00016470986435687673
1.1036768144935105,-0.8784069177470692,-0.08266045905288898,-0.4707106705432322,0.4388644368529421,-0.4388644368529421
2.6558221377616955,-0.723621128326621,-0.42053780139764974,0.5472845879749756,1.5820113902301665,-1.5820113902301665
4.066411630084061,-0.08427410860010234,0.8959255680727782,-0.43613673440003653,1.8716417868858952,-1.8716417868858952
6.1627701893613205,0.7696741376445092,0.0800898974604638,-0.6333935034131261,0.005198268118317403,-0.005198268118317403
2.4436653767928673,-0.40499928034712485,0.19483031443833962,-0.8933178222190402,0.9793780076369432,-0.9793780076369432
1.9493071941838678,-0.2639327925081336,0.8965104512066987,0.35582087054586914,1.6396723007877416,-1.6396723007877416
2.24809352294186,-0.6353815259854739,-0.12595672195730034,0.7618564304579585,1.044250186900924,-1.044250186900924
2.1231588472374674,-0.5278930532058719,0.6347484093479833,0.5642901569292054,1.4213385834957746,-1.4213385834957746
3.9156003111145408,0.17459302859560966,-0.20725115539012826,0.9625820655690971,0.856295629345166,-0.856295629345166
1.5040025672010786,0.7975344411022258,0.5821604385780985,0.15820252529690088,0.965733030757689,-0.965733030757689
0.9442337383644338,-0.0030803587060887466,0.4540004142385511,-0.8909961477253793,0.2612418659809374,-0.2612418659809374
0.32685947450826425,0.29867539671085397,0.48362036434197203,-0.8227419708470891,0.036865606325440545,-0.036865606325440545
3.6463359209130526,-0.20383684757093798,-0.5463553521941825,0.8123708320103036,1.37419133634525,-1.37419133634525
5.919471253635685,0.20085775333737843,-0.15787566968975358,0.9668150990982054,0.03189449449323721,-0.03189449449323721
5.82548386532068,0.27617328714110834,-0.9608400519000064,0.02268722403618301,0.1345360401167376,-0.1345360401167376
6.252375740920343,0.4626269395113354,-0.28473245577728235,0.8395854592984643,0.00029207442677629813,-0.00029207442677629813
3.125398971745473,-0.5770237588919029,0.815605750778144,0.04278832751906995,2.3820450202189414,-2.3820450202189414
4.614896386627727,0.24774541302244948,-0.8321218084343028,-0.4961809208891061,1.2004746856799187,-1.2004746856799187
4.580537072325673,-0.8303561653787151,0.4097003943994814,0.37769594311623905,1.024769231524573,-1.024769231524573
5.426410725722254,-0.4030598897279124,0.9022081084003104,-0.1535032717216694,0.4306813729763622,-0.4306813729763622
6.1112070723519,-0.4867274699297417,-0.8271525614522157,0.28091815551656807,0.017187528555602904,-0.017187528555602904
1.4600421144640967,0.10935994656727793,-0.39769933084748377,-0.9109751063175469,0.5283721639124317,-0.5283721639124317
3.386224751505259,0.4479651046637141,0.8819813579342993,-0.14641089187624293,2.4287457561452386,-2.4287457561452386
4.599330573313728,0.5117795708180095,-0.7505702462776024,-0.4180023639838814,1.1887426804716723,-1.1887426804716723
0.10047899997889743,-0.955069542905377,0.1639940814708858,-0.24687670902099085,0.004434470452613207,-0.004434470452613207
0.4152085724784495,-0.1041358753286474,0.278030846868624,0.9549107642387599,0.04428551634616543,-0.04428551634616543
2.7036466702726334,0.7872160173791957,0.4022518594916895,0.46742313113186423,1.6561404478163744,-1.6561404478163744
1.5184932958997228,0.6807592104647162,0.7295872644161706,0.06534004108649821,1.0714633976331793,-1.0714633976331793
3.682719829030431,-0.08319989872380684,-0.47409006407222953,-0.8765365868007665,1.2096258766263221,-1.2096258766263221
1.8122039367930747,-0.3616424682129469,-0.6550371581966219,-0.6634312674019377,1.10212484417837,-1.10212484417837
6.026062553041002,0.2617462690618204,0.9650833010640796,-0.010154439397444292,0.04309528209801415,-0.04309528209801415
5.3299708560434755,0.4704662236926245,0.3858857992650422,-0.7935702125773,0.2859772384861653,-0.2859772384861653
0.27059724147768094,0.5162771530926041,0.6442007605545778,0.5643255100520439,0.03411783369171861,-0.03411783369171861
0.06254635020380259,0.16285073002305958,-0.18298901740919057,-0.9695332171919514,0.0009562298652803641,-0.0009562298652803641
1.7206446327051115,-0.5836840327362538,0.7844334373518946,-0.20970725379212535,1.3216199465106837,-1.3216199465106837
5.433562279629951,-0.8570524096450283,-0.5150978681837243,-0.011634144327502339,0.3441583704864396,-0.3441583704864396
3.071532290085422,0.2448892282905892,-0.08638921933598864,-0.9656946560118049,0.9602377549662167,-0.9602377549662167
1.695434525995197,0.6450105418765374,-0.3741234653112793,-0.6663280225021425,0.852752149740745,-0.852752149740745
2.163273878107138,0.9984906529746705,-0.027374875161304525,0.047613360857210095,1.3928337258499148,-1.3928337258499148
5.5298195846540885,0.7603576539438686,0.42348234486815267,0.4924621220702634,0.23439421757482248,-0.23439421757482248
5.816436230195598,0.7878058282891303,0.3188049440591566,0.5269965697773711,0.08724827349751495,-0.08724827349751495
0.8874782910102672,-0.5580765053011097,0.3895679041603148,-0.73265780708257,0.266239302892779,-0.266239302892779
2.4853596465205796,-0.16669730185861134,-0.8499895198727507,0.4997297526259065,1.9820080465101673,-1.9820080465101673
1.2197533367135442,-0.5266085167269822,0.6266260720748072,-0.5744764885586757,0.605233298289352,-0.605233298289352
6.169727901946074,0.17296740681354053,-0.23344134786417883,-0.9568633200659092,0.003274712711756972,-0.003274712711756972
6.1466247597179535,0.9667225326624216,-0.04501168787230508,-0.2518362420257251,0.008071415479955796,-0.008071415479955796
4.2256094649134175,-0.8625060585232852,-0.39382037054823016,-0.3177873734934759,1.3483396658177464,-1.3483396658177464
6.047082638009441,-0.36022004471947416,-0.33301233367007826,-0.8714036406889224,0.016768779342200377,-0.016768779342200377
0.39518407178001225,0.8481095574541684,-0.5011784478109277,0.1718439466630227,0.07657729770677531,-0.07657729770677531
5.4885045613466374,-0.3225414641813095,0.9419964521871411,0.0927884041818604,0.3855645500727875,-0.3855645500727875
5.751150057483681,-0.7893169107682471,0.5818502618820414,-0.19603338267517328,0.14218304804382348,-0.14218304804382348
5.459172536322964,-0.006978812293864809,-0.5431009487179685,-0.8396384076973906,0.22804808751610897,-0.22804808751610897
4.233192036883598,-0.03648682568338322,-0.9513412663903341,-0.30597141437458797,1.8370144964245179,-1.8370144964245179
3.1885271716098464,-0.28372842687726757,0.7719815012393453,0.5688081763881369,2.0313885837069523,-2.0313885837069523
1.2392637229117414,-0.3597929877489019,-0.7655826999112091,-0.5333217936324954,0.6943006672105724,-0.6943006672105724
1.1494668096490606,0.5108337441394917,0.6746812860565183,-0.532779549244855,0.5739175842537326,-0.5739175842537326
5.11158527894358,-0.4776975004072959,-0.26034926196999075,-0.8390609989126552,0.3728399870823803,-0.3728399870823803
0.4101061213889194,0.8150749142145703,-0.21724547903657987,0.5370821967411298,0.06522037392615346,-0.06522037392615346
6.245654403809738,0.9713425320848994,0.10990656803133782,-0.21074684260142373,0.00061967399265421,-0.00061967399265421
