h,k,feedforward_error_probability,H1,V,E1,E_B,E_A,E_A_minus_E_B,E_B_over_E_A,phi,trace_final,initial_energy,post_alice_energy,post_noise_energy,noise_energy_delta,final_global_energy
1.0,0.5,0.0,0.18732040981336842,-0.25989318568658965,-0.07257277587322122,0.07257277587322122,0.8944271909999154,0.8218544151266942,0.0811388300841897,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8218544151266944
1.0,0.5,0.05,0.1731782741896375,-0.2316089144391278,-0.058430640249490295,0.058430640249490295,0.8944271909999154,0.8359965507504251,0.06532744178334782,0.1608752771983211,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8359965507504252
1.0,0.5,0.1,0.15903613856590648,-0.2033246431916658,-0.04428850462575931,0.04428850462575931,0.8944271909999154,0.8501386863741561,0.04951605348250588,0.1608752771983211,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8501386863741562
1.0,0.5,0.15000000000000002,0.14489400294217553,-0.17504037194420408,-0.03014636900202855,0.03014636900202855,0.8944271909999154,0.8642808219978868,0.033704665181664185,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.864280821997887
1.0,0.5,0.2,0.13075186731844454,-0.14675610069674216,-0.016004233378297622,0.016004233378297622,0.8944271909999154,0.8784229576216178,0.017893276880822304,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8784229576216182
1.0,0.5,0.25,0.11660973169471359,-0.1184718294492802,-0.0018620977545666106,0.0018620977545666106,0.8944271909999154,0.8925650932453488,0.0020818885799803316,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8925650932453489
1.0,0.5,0.30000000000000004,0.10246759607098263,-0.09018755820181831,0.012280037869164317,-0.012280037869164317,0.8944271909999154,0.9067072288690797,-0.013729499720861548,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.90670722886908
1.0,0.5,0.35000000000000003,0.0883254604472517,-0.06190328695435639,0.026422173492895315,-0.026422173492895315,0.8944271909999154,0.9208493644928107,-0.029540888021703505,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9208493644928109
1.0,0.5,0.4,0.07418332482352077,-0.033619015706894476,0.0405643091166263,-0.0405643091166263,0.8944271909999154,0.9349915001165418,-0.045352276322545446,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9349915001165416
1.0,0.5,0.45,0.06004118919978983,-0.005334744459432633,0.0547064447403572,-0.0547064447403572,0.8944271909999154,0.9491336357402727,-0.0611636646233873,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9491336357402728
1.0,0.5,0.5,0.045899053576058835,0.022949526788029292,0.06884858036408813,-0.06884858036408813,0.8944271909999154,0.9632757713640036,-0.07697505292422918,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9632757713640037
1.0,0.5,0.55,0.031756917952327865,0.05123379803549126,0.08299071598781912,-0.08299071598781912,0.8944271909999154,0.9774179069877346,-0.09278644122507114,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9774179069877347
1.0,0.5,0.6000000000000001,0.017614782328596937,0.07951806928295309,0.09713285161155003,-0.09713285161155003,0.8944271909999154,0.9915600426114655,-0.10859782952591299,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9915600426114656
1.0,0.5,0.65,0.003472646704865981,0.10780234053041504,0.11127498723528102,-0.11127498723528102,0.8944271909999154,1.0057021782351965,-0.12440921782675494,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0057021782351965
1.0,0.5,0.7000000000000001,-0.010669488918864961,0.13608661177787693,0.12541712285901196,-0.12541712285901196,0.8944271909999154,1.0198443138589273,-0.14022060612759685,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0198443138589275
1.0,0.5,0.75,-0.024811624542595875,0.16437088302533878,0.13955925848274292,-0.13955925848274292,0.8944271909999154,1.0339864494826583,-0.15603199442843874,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0339864494826585
1.0,0.5,0.8,-0.03895376016632687,0.19265515427280067,0.1537013941064738,-0.1537013941064738,0.8944271909999154,1.0481285851063893,-0.17184338272928057,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0481285851063893
1.0,0.5,0.8500000000000001,-0.05309589579005785,0.22093942552026258,0.16784352973020472,-0.16784352973020472,0.8944271909999154,1.06227072073012,-0.18765477103012246,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0622707207301203
1.0,0.5,0.9,-0.06723803141378874,0.24922369676772443,0.18198566535393568,-0.18198566535393568,0.8944271909999154,1.076412856353851,-0.20346615933096435,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.076412856353851
1.0,0.5,0.9500000000000001,-0.08138016703751974,0.2775079680151864,0.19612780097766666,-0.19612780097766666,0.8944271909999154,1.090554991977582,-0.2192775476318063,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0905549919775823
1.0,0.5,1.0,-0.09552230266125068,0.3057922392626482,0.21026993660139753,-0.21026993660139753,0.8944271909999154,1.104697127601313,-0.23508893593264812,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.1046971276013133
