noise_model,noise_strength,noise_qubit,h,k,H1,V,E1,E_B,E_A,E_A_minus_E_B,E_B_over_E_A,phi,trace_final,initial_energy,post_alice_energy,post_noise_energy,noise_energy_delta,final_global_energy
depolarizing,0.0,1,1.0,0.5,0.18732040981336842,-0.25989318568658965,-0.07257277587322122,0.07257277587322122,0.8944271909999154,0.8218544151266942,0.0811388300841897,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8218544151266944
depolarizing,0.02,1,1.0,0.5,0.20617659064500962,-0.24103700485494833,-0.03486041420993871,0.03486041420993871,0.8944271909999154,0.8595667767899767,0.03897512794861131,0.1608752771983211,1.0,-9.109263393802676e-17,0.8944271909999154,0.9302042786399124,0.035777087639996985,0.8595667767899771
depolarizing,0.04,1,1.0,0.5,0.22503277147665085,-0.22218082402330713,0.0028519474533437172,-0.0028519474533437172,0.8944271909999154,0.8972791384532591,-0.0031885741869669827,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.9659813662799087,0.0715541752799933,0.897279138453259
depolarizing,0.06,1,1.0,0.5,0.24388895230829216,-0.20332464319166588,0.040564309116626285,-0.040564309116626285,0.8944271909999154,0.9349915001165416,-0.04535227632254543,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,1.0017584539199054,0.10733126291998996,0.9349915001165419
depolarizing,0.08,1,1.0,0.5,0.2627451331399335,-0.1844684623600246,0.07827667077990888,-0.07827667077990888,0.8944271909999154,0.9727038617798243,-0.08751597845812391,0.1608752771983211,1.0,-9.109263393802676e-17,0.8944271909999154,1.0375355415599021,0.14310835055998672,0.9727038617798246
depolarizing,0.1,1,1.0,0.5,0.2816013139715746,-0.16561228152838342,0.1159890324431912,-0.1159890324431912,0.8944271909999154,1.0104162234431067,-0.12967968059370208,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,1.0733126291998987,0.17888543819998326,1.0104162234431067
depolarizing,0.12,1,1.0,0.5,0.30045749480321604,-0.14675610069674205,0.153701394106474,-0.153701394106474,0.8944271909999154,1.0481285851063893,-0.1718433827292808,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,1.1090897168398952,0.2146625258399798,1.0481285851063895
depolarizing,0.14,1,1.0,0.5,0.3193136756348572,-0.1278999198651008,0.1914137557697564,-0.1914137557697564,0.8944271909999154,1.0858409467696717,-0.21400708486485906,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,1.1448668044798915,0.2504396134799761,1.085840946769672
depolarizing,0.16,1,1.0,0.5,0.3381698564664985,-0.1090437390334595,0.229126117433039,-0.229126117433039,0.8944271909999154,1.1235533084329545,-0.25617078700043755,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,1.1806438921198887,0.2862167011199733,1.1235533084329545
depolarizing,0.18,1,1.0,0.5,0.35702603729813975,-0.09018755820181831,0.2668384790963214,-0.2668384790963214,0.8944271909999154,1.161265670096237,-0.29833448913601585,0.1608752771983211,1.0,-9.109263393802676e-17,0.8944271909999154,1.2164209797598853,0.32199378875996987,1.1612656700962374
depolarizing,0.2,1,1.0,0.5,0.37588221812978084,-0.07133137737017703,0.3045508407596038,-0.3045508407596038,0.8944271909999154,1.1989780317595193,-0.3404981912715941,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,1.2521980673998818,0.3577708763999664,1.1989780317595193
depolarizing,0.22,1,1.0,0.5,0.39473839896142227,-0.052475196538535725,0.34226320242288655,-0.34226320242288655,0.8944271909999154,1.236690393422802,-0.3826618934071727,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,1.2879751550398784,0.39354796403996295,1.2366903934228022
depolarizing,0.24,1,1.0,0.5,0.41359457979306347,-0.033619015706894434,0.37997556408616906,-0.37997556408616906,0.8944271909999154,1.2744027550860846,-0.4248255955427511,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,1.3237522426798747,0.42932505167995927,1.2744027550860848
