noise_model,noise_strength,noise_qubit,h,k,H1,V,E1,E_B,E_A,E_A_minus_E_B,E_B_over_E_A,phi,trace_final,initial_energy,post_alice_energy,post_noise_energy,noise_energy_delta,final_global_energy
amplitude_damping,0.0,1,1.0,0.5,0.18732040981336842,-0.25989318568658965,-0.07257277587322122,0.07257277587322122,0.8944271909999154,0.8218544151266942,0.0811388300841897,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8218544151266944
amplitude_damping,0.02,1,1.0,0.5,0.22184328228554626,-0.243647707404832,-0.021804425119285736,0.021804425119285736,0.8944271909999154,0.8726227658806297,0.024378088388513446,0.1608752771983211,1.0,-9.109263393802676e-17,0.8944271909999154,0.9368104578962988,0.04238326689638339,0.87262276588063
amplitude_damping,0.04,1,1.0,0.5,0.25635157560054384,-0.22735849165153338,0.028993083949010456,-0.028993083949010456,0.8944271909999154,0.9234202749489259,-0.03241525329367273,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.9792398281357371,0.08481263713582166,0.9234202749489259
amplitude_damping,0.06,1,1.0,0.5,0.29084483171254194,-0.21102416428923637,0.07982066742330557,-0.07982066742330557,0.8944271909999154,0.974247858423221,-0.08924221918395717,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,1.0217167501862923,0.12728955918637685,0.9742478584232213
amplitude_damping,0.08,1,1.0,0.5,0.3253225680765139,-0.19464327768286066,0.13067929039365322,-0.13067929039365322,0.8944271909999154,1.0251064813935686,-0.14610388828582202,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,1.0642427499893223,0.16981555898940692,1.0251064813935689
amplitude_damping,0.1,1,1.0,0.5,0.35978427577348326,-0.17821430507547764,0.18156997069800562,-0.18156997069800562,0.8944271909999154,1.075997161697921,-0.20300139857669286,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,1.1068194368879365,0.21239224588802108,1.0759971616979211
amplitude_damping,0.12,1,1.0,0.5,0.39422941744719936,-0.16173563439833433,0.23249378304886503,-0.23249378304886503,0.8944271909999154,1.1269209740487804,-0.2599359516216754,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,1.1494485101518026,0.2550213191518872,1.1269209740487807
amplitude_damping,0.14,1,1.0,0.5,0.4286574250285107,-0.14520556144397723,0.28345186358453345,-0.28345186358453345,0.8944271909999154,1.1778790545844489,-0.3169088176620072,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,1.192131766173307,0.29770457517339166,1.177879054584449
amplitude_damping,0.16,1,1.0,0.5,0.4630676972201154,-0.12862228232049966,0.33444541489961577,-0.33444541489961577,0.8944271909999154,1.2288726058995312,-0.37392134123933113,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,1.234871106421476,0.3404439154215605,1.2288726058995312
amplitude_damping,0.18,1,1.0,0.5,0.49745959671010254,-0.11198388509216986,0.3854757116179327,-0.3854757116179327,0.8944271909999154,1.2799029026178481,-0.4309749474264017,0.1608752771983211,1.0,-9.109263393802676e-17,0.8944271909999154,1.2776685462535267,0.38324135525361125,1.2799029026178486
amplitude_damping,0.2,1,1.0,0.5,0.5318324470776681,-0.09528834049657521,0.4365441065810929,-0.4365441065810929,0.8944271909999154,1.3309712975810082,-0.48807114874611873,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,1.3205262246998564,0.42609903369994095,1.3309712975810084
amplitude_damping,0.22,1,1.0,0.5,0.5661855293483884,-0.0785334916104445,0.4876520377379439,-0.4876520377379439,0.8944271909999154,1.3820792287378594,-0.545211552874168,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,1.363446415357225,0.4690192243573096,1.3820792287378596
amplitude_damping,0.24,1,1.0,0.5,0.6005180781492873,-0.06171704231485014,0.5388010358344372,-0.5388010358344372,0.8944271909999154,1.4332282268343526,-0.6023978712365511,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,1.4064315385474944,0.512004347547579,1.4332282268343526
amplitude_damping,0.26,1,1.0,0.5,0.6348292774053597,-0.0448365443847755,0.5899927330205842,-0.5899927330205842,0.8944271909999154,1.4844199240204996,-0.6596319286324559,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,1.4494841749264247,0.5550569839265093,1.4844199240204996
amplitude_damping,0.28,1,1.0,0.5,0.6691182555088826,-0.02788938299705314,0.6412288725118295,-0.6412288725118295,0.8944271909999154,1.5356560635117449,-0.7169156740359989,0.1608752771983211,1.0,-9.109263393802676e-17,0.8944271909999154,1.4926070807596443,0.5981798897597289,1.5356560635117449
amplitude_damping,0.3,1,1.0,0.5,0.7033840798803623,-0.010872760413200969,0.6925113194671614,-0.6925113194671614,0.8944271909999154,1.5869385104670768,-0.7742511927583235,0.1608752771983211,1.0,-9.109263393802676e-17,0.8944271909999154,1.5358032051224542,0.6413760141225388,1.586938510467077
amplitude_damping,0.32,1,1.0,0.5,0.7376257508247634,0.006216322451887045,0.7438420732766505,-0.7438420732766505,0.8944271909999154,1.638269264276566,-0.8316407201854856,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,1.5790757093281307,0.6846485183282153,1.6382692642765662
amplitude_damping,0.34,1,1.0,0.5,0.7718421945681053,0.023381086920152484,0.7952232814882578,-0.7952232814882578,0.8944271909999154,1.6896504724881733,-0.8890866573490978,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,1.6224279889481459,0.7280007979482305,1.6896504724881733
